@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
243,8,4,605,239,0.716825,0.666667,0.013051,0.666667,0.986949,0.0256,0.716121,0.930941,0
244,8,4,604,240,0.71564,0.666667,0.013072,0.666667,0.986928,0.025641,0.714953,0.932462,0
245,8,4,603,241,0.714455,0.666667,0.013093,0.666667,0.986907,0.025682,0.713785,0.933988,0
246,8,4,602,242,0.71327,0.666667,0.013115,0.666667,0.986885,0.025723,0.712617,0.935519,0
247,8,4,601,243,0.712085,0.666667,0.013136,0.666667,0.986864,0.025765,0.711449,0.937055,0
248,8,4,600,244,0.7109,0.666667,0.013158,0.666667,0.986842,0.025806,0.71028,0.938596,0
249,8,4,599,245,0.709716,0.666667,0.01318,0.666667,0.98682,0.025848,0.709112,0.940143,0
250,8,4,598,246,0.708531,0.666667,0.013201,0.666667,0.986799,0.02589,0.707944,0.941694,0
251,8,4,597,247,0.707346,0.666667,0.013223,0.666667,0.986777,0.025932,0.706776,0.943251,0
252,8,4,596,248,0.706161,0.666667,0.013245,0.666667,0.986755,0.025974,0.705607,0.944812,0
253,8,4,595,249,0.704976,0.666667,0.013267,0.666667,0.986733,0.026016,0.704439,0.946379,0
254,8,4,594,250,0.703791,0.666667,0.013289,0.666667,0.986711,0.026059,0.703271,0.947951,0
255,8,4,593,251,0.702607,0.666667,0.013311,0.666667,0.986689,0.026101,0.702103,0.949529,0
256,8,4,592,252,0.701422,0.666667,0.013333,0.666667,0.986667,0.026144,0.700935,0.951111,0
257,8,4,591,253,0.700237,0.666667,0.013356,0.666667,0.986644,0.026187,0.699766,0.952699,0
258,8,4,590,254,0.699052,0.666667,0.013378,0.666667,0.986622,0.02623,0.698598,0.954292,0
259,8,4,589,255,0.697867,0.666667,0.0134,0.666667,0.9866,0.026273,0.69743,0.955891,0
260,8,4,588,256,0.696682,0.666667,0.013423,0.666667,0.986577,0.026316,0.696262,0.957494,0
261,7,5,588,256,0.696682,0.583333,0.011765,0.583333,0.988235,0.023064,0.695093,0.839216,0
262,7,5,587,257,0.695498,0.583333,0.011785,0.583333,0.988215,0.023102,0.693925,0.840629,0
263,7,5,586,258,0.694313,0.583333,0.011804,0.583333,0.988196,0.02314,0.692757,0.842046,0
264,7,5,585,259,0.693128,0.583333,0.011824,0.583333,0.988176,0.023179,0.691589,0.843468,0
265,7,5,584,260,0.691943,0.583333,0.011844,0.583333,0.988156,0.023217,0.690421,0.844896,0
266,7,5,583,261,0.690758,0.583333,0.011864,0.583333,0.988136,0.023256,0.689252,0.846328,0
267,7,5,582,262,0.689573,0.583333,0.011885,0.583333,0.988115,0.023295,0.688084,0.847765,0
268,7,5,581,263,0.688389,0.583333,0.011905,0.583333,0.988095,0.023333,0.686916,0.849206,0
269,7,5,580,264,0.687204,0.583333,0.011925,0.583333,0.988075,0.023372,0.685748,0.850653,0
270,7,5,579,265,0.686019,0.583333,0.011945,0.583333,0.988055,0.023411,0.684579,0.852105,0
271,7,5,578,266,0.684834,0.583333,0.011966,0.583333,0.988034,0.023451,0.683411,0.853561,0
272,7,5,577,267,0.683649,0.583333,0.011986,0.583333,0.988014,0.02349,0.682243,0.855023,0
273,7,5,576,268,0.682464,0.583333,0.012007,0.583333,0.987993,0.023529,0.681075,0.856489,0
274,7,5,575,269,0.68128,0.583333,0.012027,0.583333,0.987973,0.023569,0.679907,0.857961,0
275,7,5,574,270,0.680095,0.583333,0.012048,0.583333,0.987952,0.023609,0.678738,0.859438,0
276,7,5,573,271,0.67891,0.583333,0.012069,0.583333,0.987931,0.023649,0.67757,0.86092,0
277,7,5,572,272,0.677725,0.583333,0.01209,0.583333,0.98791,0.023689,0.676402,0.862406,0
278,7,5,571,273,0.67654,0.583333,0.012111,0.583333,0.987889,0.023729,0.675234,0.863899,0
279,7,5,570,274,0.675355,0.583333,0.012132,0.583333,0.987868,0.023769,0.674065,0.865396,0
280,7,5,569,275,0.674171,0.583333,0.012153,0.583333,0.987847,0.02381,0.672897,0.866898,0
281,7,5,568,276,0.672986,0.583333,0.012174,0.583333,0.987826,0.02385,0.671729,0.868406,0
282,7,5,567,277,0.671801,0.583333,0.012195,0.583333,0.987805,0.023891,0.670561,0.869919,0
283,7,5,566,278,0.670616,0.583333,0.012216,0.583333,0.987784,0.023932,0.669393,0.871437,0.000001
284,7,5,565,279,0.669431,0.583333,0.012238,0.583333,0.987762,0.023973,0.668224,0.87296,0.000001
285,7,5,564,280,0.668246,0.583333,0.012259,0.583333,0.987741,0.024014,0.667056,0.874489,0.000001
286,7,5,563,281,0.667062,0.583333,0.012281,0.583333,0.987719,0.024055,0.665888,0.876023,0.000001
287,7,5,562,282,0.665877,0.583333,0.012302,0.583333,0.987698,0.024096,0.66472,0.877563,0.000001
288,7,5,561,283,0.664692,0.583333,0.012324,0.583333,0.987676,0.024138,0.663551,0.879108,0.000001
289,7,5,560,284,0.663507,0.583333,0.012346,0.583333,0.987654,0.02418,0.662383,0.880658,0.000001
290,7,5,559,285,0.662322,0.583333,0.012367,0.583333,0.987633,0.024221,0.661215,0.882214,0.000001
291,7,5,558,286,0.661137,0.583333,0.012389,0.583333,0.987611,0.024263,0.660047,0.883776,0.000001
292,7,5,557,287,0.659953,0.583333,0.012411,0.583333,0.987589,0.024306,0.658879,0.885343,0.000001
293,7,5,556,288,0.658768,0.583333,0.012433,0.583333,0.987567,0.024348,0.65771,0.886915,0.000001
294,7,5,555,289,0.657583,0.583333,0.012456,0.583333,0.987544,0.02439,0.656542,0.888493,0.000001
295,7,5,554,290,0.656398,0.583333,0.012478,0.583333,0.987522,0.024433,0.655374,0.890077,0.000001
296,7,5,553,291,0.655213,0.583333,0.0125,0.583333,0.9875,0.024476,0.654206,0.891667,0.000001
297,7,5,552,292,0.654028,0.583333,0.012522,0.583333,0.987478,0.024518,0.653037,0.893262,0.000001
298,7,5,551,293,0.652844,0.583333,0.012545,0.583333,0.987455,0.024561,0.651869,0.894863,0.000001
299,7,5,550,294,0.651659,0.583333,0.012567,0.583333,0.987433,0.024605,0.650701,0.896469,0.000001
300,7,5,549,295,0.650474,0.583333,0.01259,0.583333,0.98741,0.024648,0.649533,0.898082,0.000001
301,7,5,548,296,0.649289,0.583333,0.012613,0.583333,0.987387,0.024691,0.648364,0.8997,0.000001
302,7,5,547,297,0.648104,0.583333,0.012635,0.583333,0.987365,0.024735,0.647196,0.901324,0.000001
303,7,5,546,298,0.646919,0.583333,0.012658,0.583333,0.987342,0.024779,0.646028,0.902954,0.000001
304,7,5,545,299,0.645735,0.583333,0.012681,0.583333,0.987319,0.024823,0.64486,0.904589,0.000001
305,7,5,544,300,0.64455,0.583333,0.012704,0.583333,0.987296,0.024867,0.643692,0.906231,0.000001
306,7,5,543,301,0.643365,0.583333,0.012727,0.583333,0.987273,0.024911,0.642523,0.907879,0.000001
307,7,5,542,302,0.64218,0.583333,0.01275,0.583333,0.98725,0.024955,0.641355,0.909532,0.000001
308,7,5,541,303,0.640995,0.583333,0.012774,0.583333,0.987226,0.025,0.640187,0.911192,0.000001
309,7,5,540,304,0.63981,0.583333,0.012797,0.583333,0.987203,0.025045,0.639019,0.912858,0.000001
310,7,5,539,305,0.638626,0.583333,0.012821,0.583333,0.987179,0.02509,0.63785,0.91453,0.000001
311,7,5,538,306,0.637441,0.583333,0.012844,0.583333,0.987156,0.025135,0.636682,0.916208,0.000001
312,7,5,537,307,0.636256,0.583333,0.012868,0.583333,0.987132,0.02518,0.635514,0.917892,0.000002
313,7,5,536,308,0.635071,0.583333,0.012891,0.583333,0.987109,0.025225,0.634346,0.919583,0.000002
314,7,5,535,309,0.633886,0.583333,0.012915,0.583333,0.987085,0.025271,0.633178,0.921279,0.000002
315,7,5,534,310,0.632701,0.583333,0.012939,0.583333,0.987061,0.025316,0.632009,0.922982,0.000002
316,7,5,533,311,0.631517,0.583333,0.012963,0.583333,0.987037,0.025362,0.630841,0.924691,0.000002
317,7,5,532,312,0.630332,0.583333,0.012987,0.583333,0.987013,0.025408,0.629673,0.926407,0.000002
318,7,5,531,313,0.629147,0.583333,0.013011,0.583333,0.986989,0.025455,0.628505,0.928129,0.000002
319,7,5,530,314,0.627962,0.583333,0.013035,0.583333,0.986965,0.025501,0.627336,0.929857,0.000002
320,7,5,529,315,0.626777,0.583333,0.01306,0.583333,0.98694,0.025547,0.626168,0.931592,0.000002
321,7,5,528,316,0.625592,0.583333,0.013084,0.583333,0.986916,0.025594,0.625,0.933333,0.000002
322,7,5,527,317,0.624408,0.583333,0.013109,0.583333,0.986891,0.025641,0.623832,0.935081,0.000002
323,7,5,526,318,0.623223,0.583333,0.013133,0.583333,0.986867,0.025688,0.622664,0.936836,0.000002
324,7,5,525,319,0.622038,0.583333,0.013158,0.583333,0.986842,0.025735,0.621495,0.938596,0.000002
325,7,5,524,320,0.620853,0.583333,0.013183,0.583333,0.986817,0.025783,0.620327,0.940364,0.000002
326,7,5,523,321,0.619668,0.583333,0.013208,0.583333,0.986792,0.02583,0.619159,0.942138,0.000002
327,7,5,522,322,0.618483,0.583333,0.013233,0.583333,0.986767,0.025878,0.617991,0.943919,0.000003
328,7,5,521,323,0.617299,0.583333,0.013258,0.583333,0.986742,0.025926,0.616822,0.945707,0.000003
329,7,5,520,324,0.616114,0.583333,0.013283,0.583333,0.986717,0.025974,0.615654,0.947502,0.000003
330,7,5,519,325,0.614929,0.583333,0.013308,0.583333,0.986692,0.026022,0.614486,0.949303,0.000003
331,7,5,518,326,0.613744,0.583333,0.013333,0.583333,0.986667,0.026071,0.613318,0.951111,0.000003
332,7,5,517,327,0.612559,0.583333,0.013359,0.583333,0.986641,0.026119,0.61215,0.952926,0.000003
333,7,5,516,328,0.611374,0.583333,0.013384,0.583333,0.986616,0.026168,0.610981,0.954748,0.000003
334,7,5,515,329,0.61019,0.583333,0.01341,0.583333,0.98659,0.026217,0.609813,0.956577,0.000003
335,7,5,514,330,0.609005,0.583333,0.013436,0.583333,0.986564,0.026266,0.608645,0.958413,0.000003
336,7,5,513,331,0.60782,0.583333,0.013462,0.583333,0.986538,0.026316,0.607477,0.960256,0.000004
337,7,5,512,332,0.606635,0.583333,0.013487,0.583333,0.986513,0.026365,0.606308,0.962107,0.000004
338,7,5,511,333,0.60545,0.583333,0.013514,0.583333,0.986486,0.026415,0.60514,0.963964,0.000004
339,7,5,510,334,0.604265,0.583333,0.01354,0.583333,0.98646,0.026465,0.603972,0.965828,0.000004
340,7,5,509,335,0.603081,0.583333,0.013566,0.583333,0.986434,0.026515,0.602804,0.9677,0.000004
341,7,5,508,336,0.601896,0.583333,0.013592,0.583333,0.986408,0.026565,0.601636,0.969579,0.000005
342,7,5,507,337,0.600711,0.583333,0.013619,0.583333,0.986381,0.026616,0.600467,0.971466,0.000005
343,7,5,506,338,0.599526,0.583333,0.013645,0.583333,0.986355,0.026667,0.599299,0.973359,0.000005
344,7,5,505,339,0.598341,0.583333,0.013672,0.583333,0.986328,0.026718,0.598131,0.97526,0.000005
345,7,5,504,340,0.597156,0.583333,0.013699,0.583333,0.986301,0.026769,0.596963,0.977169,0.000005
346,7,5,503,341,0.595972,0.583333,0.013725,0.583333,0.986275,0.02682,0.595794,0.979085,0.000005
347,7,5,502,342,0.594787,0.583333,0.013752,0.583333,0.986248,0.026871,0.594626,0.981009,0.000005
348,7,5,501,343,0.593602,0.583333,0.01378,0.583333,0.98622,0.026923,0.593458,0.98294,0.000006
349,7,5,500,344,0.592417,0.583333,0.013807,0.583333,0.986193,0.026975,0.59229,0.984878,0.000006
350,7,5,499,345,0.591232,0.583333,0.013834,0.583333,0.986166,0.027027,0.591121,0.986825,0.000007
351,7,5,498,346,0.590047,0.583333,0.013861,0.583333,0.986139,0.027079,0.589953,0.988779,0.000007
352,7,5,497,347,0.588863,0.583333,0.013889,0.583333,0.986111,0.027132,0.588785,0.990741,0.000007
353,7,5,496,348,0.587678,0.583333,0.013917,0.583333,0.986083,0.027184,0.587617,0.99271,0.000007
354,7,5,495,349,0.586493,0.583333,0.013944,0.583333,0.986056,0.027237,0.586449,0.994688,0.000007
355,7,5,494,350,0.585308,0.583333,0.013972,0.583333,0.986028,0.02729,0.58528,0.996673,0.000007
356,7,5,493,351,0.584123,0.583333,0.014,0.583333,0.986,0.027344,0.584112,0.998667,0.000008
357,7,5,492,352,0.582938,0.583333,0.014028,0.583333,0.985972,0.027397,0.582944,1.000668,0.000008
358,7,5,491,353,0.581754,0.583333,0.014056,0.583333,0.985944,0.027451,0.581776,1.002677,0.000008
359,7,5,490,354,0.580569,0.583333,0.014085,0.583333,0.985915,0.027505,0.580607,1.004695,0.000009
360,7,5,489,355,0.579384,0.583333,0.014113,0.583333,0.985887,0.027559,0.579439,1.00672,0.000009
361,7,5,488,356,0.578199,0.583333,0.014141,0.583333,0.985859,0.027613,0.578271,1.008754,0.00001
362,7,5,487,357,0.577014,0.583333,0.01417,0.583333,0.98583,0.027668,0.577103,1.010796,0.00001
363,7,5,486,358,0.575829,0.583333,0.014199,0.583333,0.985801,0.027723,0.575935,1.012847,0.000012
364,7,5,485,359,0.574645,0.583333,0.014228,0.583333,0.985772,0.027778,0.574766,1.014905,0.000012
365,7,5,484,360,0.57346,0.583333,0.014257,0.583333,0.985743,0.027833,0.573598,1.016972,0.000013
366,7,5,483,361,0.572275,0.583333,0.014286,0.583333,0.985714,0.027888,0.57243,1.019048,0.000013
367,7,5,482,362,0.57109,0.583333,0.014315,0.583333,0.985685,0.027944,0.571262,1.021132,0.000014
368,7,5,481,363,0.569905,0.583333,0.014344,0.583333,0.985656,0.028,0.570093,1.023224,0.000014
369,7,5,480,364,0.56872,0.583333,0.014374,0.583333,0.985626,0.028056,0.568925,1.025325,0.000014
370,7,5,479,365,0.567536,0.583333,0.014403,0.583333,0.985597,0.028112,0.567757,1.027435,0.000014
371,7,5,478,366,0.566351,0.583333,0.014433,0.583333,0.985567,0.028169,0.566589,1.029553,0.000014
372,7,5,477,367,0.565166,0.583333,0.014463,0.583333,0.985537,0.028226,0.565421,1.03168,0.000014
373,7,5,476,368,0.563981,0.583333,0.014493,0.583333,0.985507,0.028283,0.564252,1.033816,0.000015
374,7,5,475,369,0.562796,0.583333,0.014523,0.583333,0.985477,0.02834,0.563084,1.035961,0.000016
375,7,5,474,370,0.561611,0.583333,0.014553,0.583333,0.985447,0.028398,0.561916,1.038115,0.000017
376,7,5,473,371,0.560427,0.583333,0.014583,0.583333,0.985417,0.028455,0.560748,1.040278,0.000017
377,7,5,472,372,0.559242,0.583333,0.014614,0.583333,0.985386,0.028513,0.559579,1.04245,0.000019
378,7,5,471,373,0.558057,0.583333,0.014644,0.583333,0.985356,0.028571,0.558411,1.04463,0.00002
379,7,5,470,374,0.556872,0.583333,0.014675,0.583333,0.985325,0.02863,0.557243,1.04682,0.00002
380,7,5,469,375,0.555687,0.583333,0.014706,0.583333,0.985294,0.028689,0.556075,1.04902,0.000021
381,7,5,468,376,0.554502,0.583333,0.014737,0.583333,0.985263,0.028747,0.554907,1.051228,0.000022
382,7,5,467,377,0.553318,0.583333,0.014768,0.583333,0.985232,0.028807,0.553738,1.053446,0.000022
383,7,5,466,378,0.552133,0.583333,0.014799,0.583333,0.985201,0.028866,0.55257,1.055673,0.000028
384,7,5,465,379,0.550948,0.583333,0.014831,0.583333,0.985169,0.028926,0.551402,1.05791,0.000028
385,7,5,464,380,0.549763,0.583333,0.014862,0.583333,0.985138,0.028986,0.550234,1.060156,0.00003
386,7,5,463,381,0.548578,0.583333,0.014894,0.583333,0.985106,0.029046,0.549065,1.062411,0.00003
387,7,5,462,382,0.547393,0.583333,0.014925,0.583333,0.985075,0.029106,0.547897,1.064677,0.000031
388,7,5,461,383,0.546209,0.583333,0.014957,0.583333,0.985043,0.029167,0.546729,1.066952,0.000033
389,7,5,460,384,0.545024,0.583333,0.014989,0.583333,0.985011,0.029228,0.545561,1.069236,0.000036
390,7,5,459,385,0.543839,0.583333,0.015021,0.583333,0.984979,0.029289,0.544393,1.071531,0.000036
391,7,5,458,386,0.542654,0.583333,0.015054,0.583333,0.984946,0.02935,0.543224,1.073835,0.000038
392,7,5,457,387,0.541469,0.583333,0.015086,0.583333,0.984914,0.029412,0.542056,1.076149,0.000041
393,7,5,456,388,0.540284,0.583333,0.015119,0.583333,0.984881,0.029474,0.540888,1.078474,0.000043
394,7,5,455,389,0.5391,0.583333,0.015152,0.583333,0.984848,0.029536,0.53972,1.080808,0.000046
395,7,5,454,390,0.537915,0.583333,0.015184,0.583333,0.984816,0.029598,0.538551,1.083153,0.000047
396,7,5,453,391,0.53673,0.583333,0.015217,0.583333,0.984783,0.029661,0.537383,1.085507,0.000048
397,7,5,452,392,0.535545,0.583333,0.015251,0.583333,0.984749,0.029724,0.536215,1.087872,0.000049
398,7,5,451,393,0.53436,0.583333,0.015284,0.583333,0.984716,0.029787,0.535047,1.090247,0.000053
399,7,5,450,394,0.533175,0.583333,0.015317,0.583333,0.984683,0.029851,0.533879,1.092633,0.000056
400,7,5,449,395,0.531991,0.583333,0.015351,0.583333,0.984649,0.029915,0.53271,1.095029,0.000056
401,7,5,448,396,0.530806,0.583333,0.015385,0.583333,0.984615,0.029979,0.531542,1.097436,0.000062
402,7,5,447,397,0.529621,0.583333,0.015419,0.583333,0.984581,0.030043,0.530374,1.099853,0.000065
403,7,5,446,398,0.528436,0.583333,0.015453,0.583333,0.984547,0.030108,0.529206,1.102281,0.000067
404,7,5,445,399,0.527251,0.583333,0.015487,0.583333,0.984513,0.030172,0.528037,1.10472,0.000071
405,7,5,444,400,0.526066,0.583333,0.015521,0.583333,0.984479,0.030238,0.526869,1.107169,0.000074
406,7,5,443,401,0.524882,0.583333,0.015556,0.583333,0.984444,0.030303,0.525701,1.10963,0.000075
407,7,5,442,402,0.523697,0.583333,0.01559,0.583333,0.98441,0.030369,0.524533,1.112101,0.000082
408,7,5,441,403,0.522512,0.583333,0.015625,0.583333,0.984375,0.030435,0.523364,1.114583,0.000089
409,7,5,440,404,0.521327,0.583333,0.01566,0.583333,0.98434,0.030501,0.522196,1.117077,0.000093
410,7,5,439,405,0.520142,0.583333,0.015695,0.583333,0.984305,0.030568,0.521028,1.119581,0.000099
411,7,5,438,406,0.518957,0.583333,0.01573,0.583333,0.98427,0.030635,0.51986,1.122097,0.0001
412,7,5,437,407,0.517773,0.583333,0.015766,0.583333,0.984234,0.030702,0.518692,1.124625,0.000101
413,7,5,436,408,0.516588,0.583333,0.015801,0.583333,0.984199,0.030769,0.517523,1.127163,0.000104
414,7,5,435,409,0.515403,0.583333,0.015837,0.583333,0.984163,0.030837,0.516355,1.129713,0.000106
415,7,5,434,410,0.514218,0.583333,0.015873,0.583333,0.984127,0.030905,0.515187,1.132275,0.000111
416,7,5,433,411,0.513033,0.583333,0.015909,0.583333,0.984091,0.030973,0.514019,1.134848,0.000112
417,7,5,432,412,0.511848,0.583333,0.015945,0.583333,0.984055,0.031042,0.51285,1.137434,0.000113
418,7,5,431,413,0.510664,0.583333,0.015982,0.583333,0.984018,0.031111,0.511682,1.14003,0.000118
419,7,5,430,414,0.509479,0.583333,0.016018,0.583333,0.983982,0.03118,0.510514,1.142639,0.000129
420,7,5,429,415,0.508294,0.583333,0.016055,0.583333,0.983945,0.03125,0.509346,1.14526,0.000132
421,7,5,428,416,0.507109,0.583333,0.016092,0.583333,0.983908,0.03132,0.508178,1.147893,0.000137
422,7,5,427,417,0.505924,0.583333,0.016129,0.583333,0.983871,0.03139,0.507009,1.150538,0.000151
423,7,5,426,418,0.504739,0.583333,0.016166,0.583333,0.983834,0.031461,0.505841,1.153195,0.000153
424,7,5,425,419,0.503555,0.583333,0.016204,0.583333,0.983796,0.031532,0.504673,1.155864,0.000171
425,7,5,424,420,0.50237,0.583333,0.016241,0.583333,0.983759,0.031603,0.503505,1.158546,0.000187
426,7,5,423,421,0.501185,0.583333,0.016279,0.583333,0.983721,0.031674,0.502336,1.16124,0.000189
427,7,5,422,422,0.5,0.583333,0.016317,0.583333,0.983683,0.031746,0.501168,1.163947,0.00019
428,7,5,421,423,0.498815,0.583333,0.016355,0.583333,0.983645,0.031818,0.5,1.166667,0.000214
429,7,5,420,424,0.49763,0.583333,0.016393,0.583333,0.983607,0.031891,0.498832,1.169399,0.000217
430,7,5,419,425,0.496445,0.583333,0.016432,0.583333,0.983568,0.031963,0.497664,1.172144,0.00022
431,7,5,418,426,0.495261,0.583333,0.016471,0.583333,0.983529,0.032037,0.496495,1.174902,0.000231
432,7,5,417,427,0.494076,0.583333,0.016509,0.583333,0.983491,0.03211,0.495327,1.177673,0.000231
433,7,5,416,428,0.492891,0.583333,0.016548,0.583333,0.983452,0.032184,0.494159,1.180457,0.000233
434,7,5,415,429,0.491706,0.583333,0.016588,0.583333,0.983412,0.032258,0.492991,1.183254,0.000239
435,7,5,414,430,0.490521,0.583333,0.016627,0.583333,0.983373,0.032333,0.491822,1.186065,0.000246
436,7,5,413,431,0.489336,0.583333,0.016667,0.583333,0.983333,0.032407,0.490654,1.188889,0.000254
437,7,5,412,432,0.488152,0.583333,0.016706,0.583333,0.983294,0.032483,0.489486,1.191726,0.000256
438,7,5,411,433,0.486967,0.583333,0.016746,0.583333,0.983254,0.032558,0.488318,1.194577,0.000271
439,7,5,410,434,0.485782,0.583333,0.016787,0.583333,0.983213,0.032634,0.48715,1.197442,0.0003
440,7,5,409,435,0.484597,0.583333,0.016827,0.583333,0.983173,0.03271,0.485981,1.200321,0.000304
441,7,5,408,436,0.483412,0.583333,0.016867,0.583333,0.983133,0.032787,0.484813,1.203213,0.000313
442,7,5,407,437,0.482227,0.583333,0.016908,0.583333,0.983092,0.032864,0.483645,1.206119,0.000333
443,7,5,406,438,0.481043,0.583333,0.016949,0.583333,0.983051,0.032941,0.482477,1.20904,0.000334
444,7,5,405,439,0.479858,0.583333,0.01699,0.583333,0.98301,0.033019,0.481308,1.211974,0.000339
445,7,5,404,440,0.478673,0.583333,0.017032,0.583333,0.982968,0.033097,0.48014,1.214923,0.000345
446,7,5,403,441,0.477488,0.583333,0.017073,0.583333,0.982927,0.033175,0.478972,1.217886,0.000354
447,7,5,402,442,0.476303,0.583333,0.017115,0.583333,0.982885,0.033254,0.477804,1.220864,0.000366
448,7,5,401,443,0.475118,0.583333,0.017157,0.583333,0.982843,0.033333,0.476636,1.223856,0.000368
449,7,5,400,444,0.473934,0.583333,0.017199,0.583333,0.982801,0.033413,0.475467,1.226863,0.000375
450,7,5,399,445,0.472749,0.583333,0.017241,0.583333,0.982759,0.033493,0.474299,1.229885,0.000386
451,7,5,398,446,0.471564,0.583333,0.017284,0.583333,0.982716,0.033573,0.473131,1.232922,0.000402
452,7,5,397,447,0.470379,0.583333,0.017327,0.583333,0.982673,0.033654,0.471963,1.235974,0.000431
453,7,5,396,448,0.469194,0.583333,0.01737,0.583333,0.98263,0.033735,0.470794,1.239041,0.000446
454,7,5,395,449,0.468009,0.583333,0.017413,0.583333,0.982587,0.033816,0.469626,1.242123,0.000461
455,7,5,394,450,0.466825,0.583333,0.017456,0.583333,0.982544,0.033898,0.468458,1.24522,0.000489
456,7,5,393,451,0.46564,0.583333,0.0175,0.583333,0.9825,0.033981,0.46729,1.248333,0.000493
457,7,5,392,452,0.464455,0.583333,0.017544,0.583333,0.982456,0.034063,0.466121,1.251462,0.000512
458,7,5,391,453,0.46327,0.583333,0.017588,0.583333,0.982412,0.034146,0.464953,1.254606,0.00052
459,7,5,390,454,0.462085,0.583333,0.017632,0.583333,0.982368,0.03423,0.463785,1.257767,0.000532
460,7,5,389,455,0.4609,0.583333,0.017677,0.583333,0.982323,0.034314,0.462617,1.260943,0.000549
461,7,5,388,456,0.459716,0.583333,0.017722,0.583333,0.982278,0.034398,0.461449,1.264135,0.000553
462,7,5,387,457,0.458531,0.583333,0.017766,0.583333,0.982234,0.034483,0.46028,1.267343,0.000566
463,7,5,386,458,0.457346,0.583333,0.017812,0.583333,0.982188,0.034568,0.459112,1.270568,0.000618
464,6,6,386,458,0.457346,0.5,0.015306,0.5,0.984694,0.029703,0.457944,1.091837,0.000651
465,6,6,385,459,0.456161,0.5,0.015345,0.5,0.984655,0.029777,0.456776,1.094629,0.000658
466,6,6,384,460,0.454976,0.5,0.015385,0.5,0.984615,0.029851,0.455607,1.097436,0.000666
467,6,6,383,461,0.453791,0.5,0.015424,0.5,0.984576,0.029925,0.454439,1.100257,0.000672
468,6,6,382,462,0.452607,0.5,0.015464,0.5,0.984536,0.03,0.453271,1.103093,0.000702
469,6,6,381,463,0.451422,0.5,0.015504,0.5,0.984496,0.030075,0.452103,1.105943,0.000707
470,6,6,380,464,0.450237,0.5,0.015544,0.5,0.984456,0.030151,0.450935,1.108808,0.000719
471,6,6,379,465,0.449052,0.5,0.015584,0.5,0.984416,0.030227,0.449766,1.111688,0.000746
472,6,6,378,466,0.447867,0.5,0.015625,0.5,0.984375,0.030303,0.448598,1.114583,0.000747
473,6,6,377,467,0.446682,0.5,0.015666,0.5,0.984334,0.03038,0.44743,1.117493,0.000784
474,6,6,376,468,0.445498,0.5,0.015707,0.5,0.984293,0.030457,0.446262,1.120419,0.000793
475,6,6,375,469,0.444313,0.5,0.015748,0.5,0.984252,0.030534,0.445093,1.12336,0.000795
476,6,6,374,470,0.443128,0.5,0.015789,0.5,0.984211,0.030612,0.443925,1.126316,0.000821
477,6,6,373,471,0.441943,0.5,0.015831,0.5,0.984169,0.030691,0.442757,1.129288,0.000828
478,6,6,372,472,0.440758,0.5,0.015873,0.5,0.984127,0.030769,0.441589,1.132275,0.000906
479,6,6,371,473,0.439573,0.5,0.015915,0.5,0.984085,0.030848,0.440421,1.135279,0.000907
480,6,6,370,474,0.438389,0.5,0.015957,0.5,0.984043,0.030928,0.439252,1.138298,0.000928
481,6,6,369,475,0.437204,0.5,0.016,0.5,0.984,0.031008,0.438084,1.141333,0.000972
482,6,6,368,476,0.436019,0.5,0.016043,0.5,0.983957,0.031088,0.436916,1.144385,0.000975
483,6,6,367,477,0.434834,0.5,0.016086,0.5,0.983914,0.031169,0.435748,1.147453,0.001038
484,6,6,366,478,0.433649,0.5,0.016129,0.5,0.983871,0.03125,0.434579,1.150538,0.001056
485,6,6,365,479,0.432464,0.5,0.016173,0.5,0.983827,0.031332,0.433411,1.153639,0.001089
486,6,6,364,480,0.43128,0.5,0.016216,0.5,0.983784,0.031414,0.432243,1.156757,0.001103
487,6,6,363,481,0.430095,0.5,0.01626,0.5,0.98374,0.031496,0.431075,1.159892,0.001119
488,6,6,362,482,0.42891,0.5,0.016304,0.5,0.983696,0.031579,0.429907,1.163043,0.00112
489,6,6,361,483,0.427725,0.5,0.016349,0.5,0.983651,0.031662,0.428738,1.166213,0.00112
490,6,6,360,484,0.42654,0.5,0.016393,0.5,0.983607,0.031746,0.42757,1.169399,0.001125
491,6,6,359,485,0.425355,0.5,0.016438,0.5,0.983562,0.03183,0.426402,1.172603,0.001143
492,6,6,358,486,0.424171,0.5,0.016484,0.5,0.983516,0.031915,0.425234,1.175824,0.001202
493,6,6,357,487,0.422986,0.5,0.016529,0.5,0.983471,0.032,0.424065,1.179063,0.00122
494,6,6,356,488,0.421801,0.5,0.016575,0.5,0.983425,0.032086,0.422897,1.18232,0.001323
495,6,6,355,489,0.420616,0.5,0.01662,0.5,0.98338,0.032172,0.421729,1.185596,0.001348
496,6,6,354,490,0.419431,0.5,0.016667,0.5,0.983333,0.032258,0.420561,1.188889,0.001357
