@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
244,33,168,7,78,0.082353,0.164179,0.825,0.164179,0.175,0.273859,0.13986,1.173881,0.939143
245,32,169,7,78,0.082353,0.159204,0.820513,0.159204,0.179487,0.266667,0.136364,1.167496,0.94594
246,32,169,6,79,0.070588,0.159204,0.842105,0.159204,0.157895,0.267782,0.132867,1.198219,0.946504
247,32,169,5,80,0.058824,0.159204,0.864865,0.159204,0.135135,0.268908,0.129371,1.230604,0.948127
248,31,170,5,80,0.058824,0.154229,0.861111,0.154229,0.138889,0.261603,0.125874,1.225263,0.952646
249,30,171,5,80,0.058824,0.149254,0.857143,0.149254,0.142857,0.254237,0.122378,1.219616,0.955556
250,29,172,5,80,0.058824,0.144279,0.852941,0.144279,0.147059,0.246809,0.118881,1.213638,0.96158
251,29,172,4,81,0.047059,0.144279,0.878788,0.144279,0.121212,0.247863,0.115385,1.250415,0.961797
252,28,173,4,81,0.047059,0.139303,0.875,0.139303,0.125,0.240343,0.111888,1.245025,0.963388
253,27,174,4,81,0.047059,0.134328,0.870968,0.134328,0.129032,0.232759,0.108392,1.239287,0.965
254,26,175,4,81,0.047059,0.129353,0.866667,0.129353,0.133333,0.225108,0.104895,1.233167,0.968519
255,25,176,4,81,0.047059,0.124378,0.862069,0.124378,0.137931,0.217391,0.101399,1.226625,0.970722
256,24,177,4,81,0.047059,0.119403,0.857143,0.119403,0.142857,0.209607,0.097902,1.219616,0.971937
257,23,178,4,81,0.047059,0.114428,0.851852,0.114428,0.148148,0.201754,0.094406,1.212088,0.972
258,22,179,4,81,0.047059,0.109453,0.846154,0.109453,0.153846,0.193833,0.090909,1.20398,0.972929
259,21,180,4,81,0.047059,0.104478,0.84,0.104478,0.16,0.185841,0.087413,1.195224,0.973542
260,21,180,3,82,0.035294,0.104478,0.875,0.104478,0.125,0.186667,0.083916,1.245025,0.974048
261,20,181,3,82,0.035294,0.099502,0.869565,0.099502,0.130435,0.178571,0.08042,1.237292,0.974167
262,19,182,3,82,0.035294,0.094527,0.863636,0.094527,0.136364,0.170404,0.076923,1.228856,0.974401
263,18,183,3,82,0.035294,0.089552,0.857143,0.089552,0.142857,0.162162,0.073427,1.219616,0.976
264,17,184,3,82,0.035294,0.084577,0.85,0.084577,0.15,0.153846,0.06993,1.209453,0.977935
265,16,185,3,82,0.035294,0.079602,0.842105,0.079602,0.157895,0.145455,0.066434,1.198219,0.978526
266,15,186,3,82,0.035294,0.074627,0.833333,0.074627,0.166667,0.136986,0.062937,1.185738,0.979714
267,15,186,2,83,0.023529,0.074627,0.882353,0.074627,0.117647,0.137615,0.059441,1.255487,0.982439
268,14,187,2,83,0.023529,0.069652,0.875,0.069652,0.125,0.129032,0.055944,1.245025,0.982764
269,14,187,1,84,0.011765,0.069652,0.933333,0.069652,0.066667,0.12963,0.052448,1.328027,0.983645
270,13,188,1,84,0.011765,0.064677,0.928571,0.064677,0.071429,0.12093,0.048951,1.321251,0.987719
271,12,189,1,84,0.011765,0.059701,0.923077,0.059701,0.076923,0.11215,0.045455,1.313433,0.988667
272,11,190,1,84,0.011765,0.054726,0.916667,0.054726,0.083333,0.103286,0.041958,1.304312,0.99
273,10,191,1,84,0.011765,0.049751,0.909091,0.049751,0.090909,0.09434,0.038462,1.293532,0.990402
274,10,191,0,85,0,0.049751,1,0.049751,0,0.094787,0.034965,1.422886,0.990513
275,9,192,0,85,0,0.044776,1,0.044776,0,0.085714,0.031469,1.422886,0.991833
276,8,193,0,85,0,0.039801,1,0.039801,0,0.076555,0.027972,1.422886,0.992381
277,7,194,0,85,0,0.034826,1,0.034826,0,0.067308,0.024476,1.422886,0.993955
278,6,195,0,85,0,0.029851,1,0.029851,0,0.057971,0.020979,1.422886,0.99421
279,5,196,0,85,0,0.024876,1,0.024876,0,0.048544,0.017483,1.422886,0.994524
280,4,197,0,85,0,0.0199,1,0.0199,0,0.039024,0.013986,1.422886,0.996462
281,3,198,0,85,0,0.014925,1,0.014925,0,0.029412,0.01049,1.422886,0.996667
282,2,199,0,85,0,0.00995,1,0.00995,0,0.019704,0.006993,1.422886,0.997348
283,1,200,0,85,0,0.004975,1,0.004975,0,0.009901,0.003497,?,0.998295
284,0,201,0,85,0,0,0,0,0,0,0,?,0.998305
