@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
244,36,165,4,81,0.047059,0.179104,0.9,0.179104,0.1,0.298755,0.13986,1.280597,0.954952
245,35,166,4,81,0.047059,0.174129,0.897436,0.174129,0.102564,0.291667,0.136364,1.276949,0.958108
246,35,166,3,82,0.035294,0.174129,0.921053,0.174129,0.078947,0.292887,0.132867,1.310553,0.959185
247,34,167,3,82,0.035294,0.169154,0.918919,0.169154,0.081081,0.285714,0.129371,1.307516,0.961359
248,33,168,3,82,0.035294,0.164179,0.916667,0.164179,0.083333,0.278481,0.125874,1.304312,0.962249
249,32,169,3,82,0.035294,0.159204,0.914286,0.159204,0.085714,0.271186,0.122378,1.300924,0.962813
250,32,169,2,83,0.023529,0.159204,0.941176,0.159204,0.058824,0.27234,0.118881,1.339186,0.965459
251,31,170,2,83,0.023529,0.154229,0.939394,0.154229,0.060606,0.264957,0.115385,1.33665,0.965523
252,31,170,1,84,0.011765,0.154229,0.96875,0.154229,0.03125,0.266094,0.111888,1.37842,0.966044
253,30,171,1,84,0.011765,0.149254,0.967742,0.149254,0.032258,0.258621,0.108392,1.376986,0.96816
254,29,172,1,84,0.011765,0.144279,0.966667,0.144279,0.033333,0.251082,0.104895,1.375456,0.969645
255,28,173,1,84,0.011765,0.139303,0.965517,0.139303,0.034483,0.243478,0.101399,1.373821,0.971965
256,27,174,1,84,0.011765,0.134328,0.964286,0.134328,0.035714,0.235808,0.097902,1.372068,0.972037
257,26,175,1,84,0.011765,0.129353,0.962963,0.129353,0.037037,0.22807,0.094406,1.370186,0.973375
258,25,176,1,84,0.011765,0.124378,0.961538,0.124378,0.038462,0.220264,0.090909,1.368159,0.97521
259,24,177,1,84,0.011765,0.119403,0.96,0.119403,0.04,0.212389,0.087413,1.36597,0.975532
260,23,178,1,84,0.011765,0.114428,0.958333,0.114428,0.041667,0.204444,0.083916,1.363599,0.976427
261,22,179,1,84,0.011765,0.109453,0.956522,0.109453,0.043478,0.196429,0.08042,1.361021,0.97798
262,21,180,1,84,0.011765,0.104478,0.954545,0.104478,0.045455,0.188341,0.076923,1.358209,0.980603
263,20,181,1,84,0.011765,0.099502,0.952381,0.099502,0.047619,0.18018,0.073427,1.355129,0.981812
264,19,182,1,84,0.011765,0.094527,0.95,0.094527,0.05,0.171946,0.06993,1.351741,0.98225
265,18,183,1,84,0.011765,0.089552,0.947368,0.089552,0.052632,0.163636,0.066434,1.347997,0.982713
266,17,184,1,84,0.011765,0.084577,0.944444,0.084577,0.055556,0.155251,0.062937,1.343836,0.982905
267,16,185,1,84,0.011765,0.079602,0.941176,0.079602,0.058824,0.146789,0.059441,1.339186,0.983939
268,15,186,1,84,0.011765,0.074627,0.9375,0.074627,0.0625,0.138249,0.055944,1.333955,0.98502
269,15,186,0,85,0,0.074627,1,0.074627,0,0.138889,0.052448,1.422886,0.986168
270,14,187,0,85,0,0.069652,1,0.069652,0,0.130233,0.048951,1.422886,0.987197
271,13,188,0,85,0,0.064677,1,0.064677,0,0.121495,0.045455,1.422886,0.98788
272,12,189,0,85,0,0.059701,1,0.059701,0,0.112676,0.041958,1.422886,0.98834
273,11,190,0,85,0,0.054726,1,0.054726,0,0.103774,0.038462,1.422886,0.988666
274,10,191,0,85,0,0.049751,1,0.049751,0,0.094787,0.034965,1.422886,0.989047
275,9,192,0,85,0,0.044776,1,0.044776,0,0.085714,0.031469,1.422886,0.989641
276,8,193,0,85,0,0.039801,1,0.039801,0,0.076555,0.027972,1.422886,0.989893
277,7,194,0,85,0,0.034826,1,0.034826,0,0.067308,0.024476,1.422886,0.991557
278,6,195,0,85,0,0.029851,1,0.029851,0,0.057971,0.020979,1.422886,0.992652
279,5,196,0,85,0,0.024876,1,0.024876,0,0.048544,0.017483,1.422886,0.992694
280,4,197,0,85,0,0.0199,1,0.0199,0,0.039024,0.013986,1.422886,0.993378
281,3,198,0,85,0,0.014925,1,0.014925,0,0.029412,0.01049,1.422886,0.993398
282,2,199,0,85,0,0.00995,1,0.00995,0,0.019704,0.006993,1.422886,0.993513
283,1,200,0,85,0,0.004975,1,0.004975,0,0.009901,0.003497,?,0.99386
284,0,201,0,85,0,0,0,0,0,0,0,?,0.99387
